cycle,state_name,district_name,block_name,village_name,N_High,N_Low,N_Medium,P_High,P_Low,P_Medium,K_High,K_Low,K_Medium,S_Sufficient,S_Deficient,OC_High,OC_Low,OC_Medium,PH_Alkaline,PH_Acidic,PH_Neutral,EC_Saline,EC_NonSaline,Fe_Sufficient,Fe_Deficient,Zn_Sufficient,Zn_Deficient,Cu_Sufficient,Cu_Deficient,B_Sufficient,B_Deficient,Mn_Sufficient,Mn_Deficient
2024-25,Andhra Pradesh,Chittoor,Gudupalle,Ontipalle,0,2,0,0,0,2,0,1,1,2,0,0,2,0,0,0,2,0,2,2,0,2,0,2,0,2,0,2,0
2024-25,Andhra Pradesh,Chittoor,Gudupalle,Chinnagollapalle,0,19,22,12,13,16,2,20,19,41,0,1,17,23,0,0,41,0,41,24,17,22,19,41,0,40,1,39,2
2024-25,Andhra Pradesh,Chittoor,Gudupalle,Peddagollapalle,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
2024-25,Andhra Pradesh,Chittoor,Gudupalle,Pogurupalle,0,22,20,33,3,6,28,5,9,32,10,4,22,16,0,1,41,0,42,30,12,30,12,41,1,39,3,39,3
2024-25,Andhra Pradesh,Chittoor,Gudupalle,Onnapanayani Kothur,0,15,8,0,8,15,4,5,14,15,8,0,15,8,0,0,22,0,23,14,9,13,10,21,2,23,0,23,0
2024-25,Andhra Pradesh,Chittoor,Gudupalle,Chinnaparthikunta,0,16,11,2,20,5,0,16,11,27,0,3,16,8,0,1,26,0,27,11,16,18,9,27,0,25,2,24,3
2024-25,Andhra Pradesh,Chittoor,Gudupalle,Cheekatipalle,0,19,6,2,8,15,5,6,14,21,4,1,19,5,0,0,25,0,25,18,7,20,5,24,1,24,1,23,2
2024-25,Andhra Pradesh,Chittoor,Gudupalle,Kuppiganipalle,0,25,13,4,14,20,3,3,32,38,0,3,25,10,0,0,38,0,38,35,3,38,0,38,0,36,2,36,2
2024-25,Andhra Pradesh,Chittoor,Gudupalle,Sanganapalle,0,2,5,2,4,1,0,5,2,7,0,2,2,3,0,0,7,0,7,1,6,5,2,7,0,7,0,7,0
2024-25,Andhra Pradesh,Chittoor,Gudupalle,Boyanapalle,0,2,1,0,3,0,0,2,1,3,0,0,1,2,0,0,3,0,3,2,1,2,1,3,0,3,0,3,0
2024-25,Andhra Pradesh,Chittoor,Gudupalle,Burugulapalle,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0
2024-25,Andhra Pradesh,Chittoor,Gudupalle,Kotapalle,0,7,3,2,6,2,3,1,6,6,4,1,7,2,0,0,10,0,10,6,4,7,3,10,0,7,3,9,1
2024-25,Andhra Pradesh,Chittoor,Gudupalle,Settipalle @ K.Bandarlapalle,0,35,6,2,30,9,0,28,13,41,0,1,36,4,0,0,41,0,41,18,23,25,16,41,0,39,2,39,2
2024-25,Andhra Pradesh,Chittoor,Gudupalle,Beggilipalle,0,7,31,21,0,17,1,6,31,34,4,19,7,12,0,0,38,0,38,37,1,37,1,38,0,35,3,37,1
2024-25,Andhra Pradesh,Chittoor,Gudupalle,Athinatham,0,4,2,4,1,1,2,0,4,5,1,1,4,1,0,0,6,0,6,5,1,5,1,6,0,6,0,6,0
2024-25,Andhra Pradesh,Chittoor,Gudupalle,Yamaganipalle,0,49,35,39,28,17,23,28,33,78,6,9,45,30,3,0,80,0,84,57,27,70,14,81,3,82,2,81,3
2024-25,Andhra Pradesh,Chittoor,Gudupalle,Sirigiripalle,0,2,2,1,1,2,4,0,0,4,0,1,2,1,0,0,4,0,4,4,0,4,0,4,0,4,0,4,0
2024-25,Andhra Pradesh,Chittoor,Gudupalle,Gudupalle,0,25,7,18,6,8,6,10,16,28,4,1,24,7,0,0,32,1,31,30,2,31,1,32,0,30,2,31,1
2024-25,Andhra Pradesh,Chittoor,Gudupalle,Avulathimmanapalle,0,29,12,19,1,22,1,11,30,37,5,1,29,11,0,0,41,0,41,42,0,38,4,41,1,40,2,40,2
2024-25,Andhra Pradesh,Chittoor,Gudupalle,Bisanatham,0,9,1,2,1,7,7,1,2,10,0,1,9,0,0,0,10,0,10,9,1,10,0,10,0,9,1,9,1
2024-25,Andhra Pradesh,Chittoor,Irala,Irala,0,64,21,32,17,36,31,6,48,78,7,0,62,23,2,0,83,0,84,55,30,67,18,85,0,80,5,78,7
2024-25,Andhra Pradesh,Chittoor,Irala,Kaminayanipalle,0,38,13,32,3,16,19,5,27,47,4,1,35,15,1,0,50,1,50,34,17,42,9,51,0,49,2,48,3
2024-25,Andhra Pradesh,Chittoor,Irala,Kothapalle,0,51,18,37,9,23,32,10,27,65,4,1,49,19,9,0,60,0,69,42,27,45,24,69,0,63,6,61,8
2024-25,Andhra Pradesh,Chittoor,Irala,Peddasamireddipalle,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0
2024-25,Andhra Pradesh,Chittoor,Irala,Mudigolam,0,46,22,31,13,24,34,8,26,61,7,2,45,21,8,0,60,0,68,38,30,51,17,67,1,65,3,58,10
2024-25,Andhra Pradesh,Chittoor,Irala,Erlampalle,0,47,18,23,12,30,26,15,24,59,6,2,47,16,8,0,57,0,65,45,20,50,15,64,1,62,3,55,10
2024-25,Andhra Pradesh,Chittoor,Irala,Chigarapalle,0,27,11,17,7,14,17,4,17,35,3,0,25,13,2,1,35,0,38,23,15,31,7,38,0,36,2,36,2
2024-25,Andhra Pradesh,Chittoor,Irala,Gundlapalle,0,41,26,34,12,21,29,9,29,58,9,0,39,28,0,0,67,0,67,40,27,54,13,66,1,62,5,58,9
2024-25,Andhra Pradesh,Chittoor,Irala,Morampalle,1,30,10,23,5,13,12,4,25,39,2,1,29,11,1,0,40,0,40,24,17,30,11,40,1,38,3,36,5
2024-25,Andhra Pradesh,Chittoor,Irala,Puthramaddi,0,27,15,24,6,12,15,8,19,41,1,0,25,17,0,0,42,0,42,23,19,31,11,42,0,37,5,39,3
2024-25,Andhra Pradesh,Chittoor,Irala,Nampalle,0,40,29,26,19,24,21,10,38,62,7,1,38,30,0,0,69,0,69,42,27,54,15,68,1,65,4,64,5
2024-25,Andhra Pradesh,Chittoor,Irala,Venkata Samudra Agraharam,0,11,8,12,1,6,15,0,4,18,1,0,11,8,0,0,19,0,19,13,6,15,4,19,0,18,1,18,1
2024-25,Andhra Pradesh,Chittoor,Irala,Pulluru,0,18,9,14,3,10,8,7,12,24,3,0,17,9,2,0,25,0,27,15,12,21,6,27,0,26,1,25,2
2024-25,Andhra Pradesh,Chittoor,Irala,Kanipakam,0,31,15,26,7,13,14,7,25,41,5,0,28,18,1,0,45,0,46,29,17,38,8,44,2,42,4,42,4
2024-25,Andhra Pradesh,Chittoor,Irala,Polakala,1,33,34,44,6,18,29,4,35,60,8,0,32,36,1,0,67,0,68,39,29,55,13,67,0,65,3,58,10
2024-25,Andhra Pradesh,Chittoor,Karvetinagar,Alathur,0,28,15,27,1,15,16,3,24,42,1,1,28,14,9,0,34,0,43,28,15,31,12,41,2,42,1,38,5
2024-25,Andhra Pradesh,Chittoor,Karvetinagar,Lakshmirajupet,0,12,3,11,1,3,5,1,9,13,2,0,12,3,5,0,10,0,15,7,8,10,5,15,0,13,2,14,1
2024-25,Andhra Pradesh,Chittoor,Karvetinagar,Surendranagaram,0,5,0,5,0,0,2,0,3,4,1,0,5,0,0,0,5,0,5,4,1,4,1,4,1,5,0,4,1
2024-25,Andhra Pradesh,Chittoor,Karvetinagar,Kollagunta,0,20,17,28,2,7,9,5,23,33,4,0,19,18,12,0,25,1,36,20,17,30,7,34,3,36,1,31,6
2024-25,Andhra Pradesh,Chittoor,Karvetinagar,Annur,0,15,20,23,4,8,15,5,15,31,4,0,15,20,12,0,23,0,35,17,18,27,8,35,0,33,2,31,4
2024-25,Andhra Pradesh,Chittoor,Karvetinagar,Tirumalakondamambagaripeta,0,29,14,39,0,4,25,3,15,39,4,3,30,10,7,0,36,0,43,33,10,36,7,42,1,42,1,37,6
2024-25,Andhra Pradesh,Chittoor,Karvetinagar,Battuvaripalle,0,1,5,5,0,1,2,2,2,6,0,0,1,5,1,0,5,0,6,2,4,4,2,6,0,6,0,5,1
2024-25,Andhra Pradesh,Chittoor,Karvetinagar,Katherapalle,0,22,20,29,10,3,20,4,18,40,2,2,23,17,11,0,31,0,42,23,19,34,8,40,2,39,3,36,6
2024-25,Andhra Pradesh,Chittoor,Karvetinagar,Ponnagallu,0,20,24,30,1,13,24,2,18,42,2,0,19,25,12,0,32,0,44,21,23,35,9,44,0,42,2,39,5
2024-25,Andhra Pradesh,Chittoor,Karvetinagar,Rajakumaravenkata Bahadurpet,0,22,20,36,1,5,19,1,22,39,3,2,21,19,9,0,33,0,42,30,12,34,8,40,2,41,1,38,4
2024-25,Andhra Pradesh,Chittoor,Karvetinagar,Annurkasabagayat,0,5,3,8,0,0,7,1,0,8,0,0,5,3,0,0,8,0,8,7,1,8,0,8,0,7,1,7,1
2024-25,Andhra Pradesh,Chittoor,Karvetinagar,Eduvaripalle,0,1,1,1,0,1,0,0,2,2,0,0,1,1,0,0,2,0,2,2,0,2,0,2,0,2,0,2,0
2024-25,Andhra Pradesh,Chittoor,Karvetinagar,Erramrajupalle,0,9,3,8,0,4,0,8,4,11,1,0,9,3,3,0,9,0,12,8,4,8,4,12,0,12,0,9,3
2024-25,Andhra Pradesh,Chittoor,Karvetinagar,Kesavakuppam,0,4,5,4,1,4,4,3,2,8,1,0,4,5,8,0,1,0,9,6,3,5,4,9,0,8,1,7,2
2024-25,Andhra Pradesh,Chittoor,Karvetinagar,Karvetinagar,0,28,15,23,3,17,12,8,23,41,2,0,27,16,1,0,42,0,43,39,4,31,12,43,0,41,2,38,5
2024-25,Andhra Pradesh,Chittoor,Karvetinagar,Kotarvedu,0,14,9,15,4,4,9,1,13,22,1,1,13,9,5,0,18,0,23,18,5,18,5,22,1,22,1,21,2
2024-25,Andhra Pradesh,Chittoor,Karvetinagar,Nissankadurgam,0,4,0,1,1,2,1,0,3,3,1,0,4,0,2,0,2,0,4,4,0,2,2,4,0,3,1,3,1
2024-25,Andhra Pradesh,Chittoor,Karvetinagar,Makamambavilasam,0,15,7,18,1,3,12,0,10,20,2,0,14,8,0,0,22,0,22,12,10,19,3,21,1,21,1,20,2
2024-25,Andhra Pradesh,Chittoor,Karvetinagar,Viratapuram,0,11,5,13,1,2,3,2,11,15,1,0,11,5,0,0,16,0,16,14,2,14,2,16,0,15,1,14,2
2024-25,Andhra Pradesh,Chittoor,Karvetinagar,Gopichettipalle,0,21,1,14,2,6,4,5,13,20,2,0,21,1,5,0,17,0,22,14,8,14,8,22,0,21,1,19,3
2024-25,Andhra Pradesh,Chittoor,Karvetinagar,Gazanki,0,12,2,10,0,4,0,5,9,13,1,0,12,2,0,0,14,0,14,14,0,11,3,13,1,14,0,13,1
2024-25,Andhra Pradesh,Chittoor,Karvetinagar,Damodara Maharajapuram,0,32,5,25,3,9,11,4,22,34,3,0,32,5,7,0,30,1,36,29,8,25,12,37,0,35,2,32,5
2024-25,Andhra Pradesh,Chittoor,Karvetinagar,Kethumatmaharajapuram,0,10,12,14,2,6,6,2,14,22,0,0,11,11,6,0,16,0,22,13,9,16,6,22,0,21,1,18,4
2024-25,Andhra Pradesh,Chittoor,Kuppam,Rajanam,0,6,1,4,0,3,2,0,5,6,1,0,6,1,0,0,7,0,7,5,2,5,2,7,0,6,1,6,1
2024-25,Andhra Pradesh,Chittoor,Kuppam,Urinayanikothur,0,5,1,6,0,0,3,1,2,5,1,0,5,1,0,0,6,0,6,5,1,5,1,6,0,4,2,5,1
2024-25,Andhra Pradesh,Chittoor,Kuppam,Mottakadirinur,0,14,5,17,0,2,7,1,11,16,3,0,14,5,0,0,19,0,19,12,7,15,4,17,2,17,2,18,1
2024-25,Andhra Pradesh,Chittoor,Kuppam,Ponnangur,0,20,0,8,3,9,3,8,9,16,4,0,20,0,0,0,20,1,19,14,6,16,4,20,0,20,0,16,4
2024-25,Andhra Pradesh,Chittoor,Kuppam,Kuppam (Ct),0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0
2024-25,Andhra Pradesh,Chittoor,Kuppam,Samaguttapalle,0,10,6,9,1,6,2,4,10,14,2,1,9,6,0,0,16,0,16,14,2,13,3,16,0,16,0,14,2
2024-25,Andhra Pradesh,Chittoor,Kuppam,Pedda Boggupallle,0,2,3,5,0,0,1,0,4,5,0,0,2,3,0,0,5,0,5,4,1,4,1,5,0,5,0,4,1
2024-25,Andhra Pradesh,Chittoor,Kuppam,T.Sadumur,0,19,2,15,1,5,7,2,12,20,1,0,18,3,0,0,21,0,21,14,7,17,3,21,0,19,2,18,3
2024-25,Andhra Pradesh,Chittoor,Kuppam,Avulanatham,0,14,5,12,3,4,14,1,4,16,3,0,13,6,0,0,19,0,19,13,6,14,4,19,0,19,0,17,2
2024-25,Andhra Pradesh,Chittoor,Kuppam,Gudlanayanipalle,0,11,0,11,0,0,7,0,4,10,1,0,11,0,0,0,11,0,10,9,2,9,1,11,0,10,1,10,1
2024-25,Andhra Pradesh,Chittoor,Kuppam,Chinna Boggupalle,0,7,0,4,1,2,4,2,1,6,1,0,6,1,0,0,7,0,7,5,2,6,1,7,0,6,1,7,0
2024-25,Andhra Pradesh,Chittoor,Kuppam,Chekkunatham,0,35,8,37,1,5,15,8,20,39,4,2,35,6,1,0,42,1,42,34,9,33,9,41,1,40,2,39,4
2024-25,Andhra Pradesh,Chittoor,Kuppam,Nadimur,0,33,2,8,10,17,17,0,18,28,7,0,31,3,0,0,35,0,34,28,7,28,5,35,0,33,2,34,1
2024-25,Andhra Pradesh,Chittoor,Kuppam,Krishnadasanapalle,0,10,1,6,1,4,1,2,8,9,2,0,10,1,0,1,10,0,11,8,3,9,2,10,0,10,1,11,0
2024-25,Andhra Pradesh,Chittoor,Kuppam,Koormanipalle,0,8,1,7,0,2,2,0,7,9,0,0,8,1,0,0,9,0,9,6,3,7,2,9,0,8,1,9,0
2024-25,Andhra Pradesh,Chittoor,Kuppam,Varamanur,0,1,2,0,0,3,0,1,2,2,1,0,1,1,0,0,3,0,2,1,2,3,0,2,1,3,0,2,1
2024-25,Andhra Pradesh,Chittoor,Kuppam,Urlaobanapalle,0,13,5,7,6,5,4,4,10,17,1,0,13,5,0,0,18,0,18,14,4,15,3,16,1,18,0,17,1
2024-25,Andhra Pradesh,Chittoor,Kuppam,Palarlapalle,0,11,7,3,5,10,6,1,11,14,4,0,11,7,0,0,18,0,18,15,3,14,4,17,1,17,1,18,0
2024-25,Andhra Pradesh,Chittoor,Kuppam,Vendugampalle,0,37,6,27,5,11,11,8,24,34,9,0,34,8,0,3,40,0,43,38,5,36,6,41,0,41,2,43,0
2024-25,Andhra Pradesh,Chittoor,Kuppam,Bathalapalle,0,4,1,3,0,2,0,2,3,5,0,0,4,1,0,0,5,0,5,4,1,4,1,5,0,5,0,5,0
2024-25,Andhra Pradesh,Chittoor,Kuppam,Yanadipalle,0,14,7,12,5,4,9,2,10,17,4,0,13,8,0,0,21,0,21,17,4,18,3,20,1,19,2,17,4
2024-25,Andhra Pradesh,Chittoor,Kuppam,Jarugu,0,2,0,2,0,0,2,0,0,2,0,0,2,0,0,0,2,0,2,2,0,1,1,2,0,2,0,1,1
2024-25,Andhra Pradesh,Chittoor,Kuppam,Boggupalle,0,2,2,4,0,0,2,0,2,4,0,0,2,2,0,0,4,0,4,3,1,2,2,4,0,4,0,4,0
2024-25,Andhra Pradesh,Chittoor,Kuppam,Nimmakampalle,0,8,5,11,0,2,9,0,4,10,3,0,7,6,0,0,13,1,12,10,3,11,2,13,0,12,1,12,1
2024-25,Andhra Pradesh,Chittoor,Kuppam,Kungegowniyur,0,14,7,9,0,12,9,1,11,20,1,0,14,7,0,0,21,0,20,16,5,17,4,21,0,19,2,19,2
2024-25,Andhra Pradesh,Chittoor,Kuppam,Bevanapalle,0,21,2,4,10,9,6,5,12,19,4,0,20,2,0,0,23,0,21,17,6,15,8,23,0,22,1,23,0
2024-25,Andhra Pradesh,Chittoor,Kuppam,Kuttiganipalle,0,10,2,6,2,4,3,1,8,10,2,0,9,3,0,0,12,0,12,9,3,10,2,12,0,11,1,12,0
2024-25,Andhra Pradesh,Chittoor,Kuppam,Chinnakurbalapalle (Rural),0,3,1,3,1,0,3,0,1,3,1,0,3,1,0,0,4,0,4,4,0,4,0,4,0,4,0,4,0
2024-25,Andhra Pradesh,Chittoor,Kuppam,Kamathamur,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1
2024-25,Andhra Pradesh,Chittoor,Kuppam,Ekarlapalle,0,46,23,54,5,10,38,2,29,62,7,0,41,28,0,5,64,0,68,50,19,53,16,68,1,66,3,61,7
2024-25,Andhra Pradesh,Chittoor,Kuppam,Adavimulakapalle,0,13,8,14,4,3,8,2,11,19,2,0,13,8,0,0,21,1,20,18,3,17,4,21,0,19,2,19,2
2024-25,Andhra Pradesh,Chittoor,Kuppam,Bandasettipalle (Rural),0,9,1,3,0,7,2,0,8,10,0,0,9,1,0,0,10,0,10,9,1,8,2,10,0,10,0,10,0
2024-25,Andhra Pradesh,Chittoor,Kuppam,Adavi Budugur,0,59,25,53,8,23,36,5,43,76,8,0,58,26,0,0,84,0,84,61,23,62,22,80,3,81,3,76,8
2024-25,Andhra Pradesh,Chittoor,Kuppam,Kanamapacharla Palle,0,7,5,7,0,5,2,2,8,11,1,2,7,3,0,0,12,0,12,9,3,10,2,12,0,9,3,11,1
2024-25,Andhra Pradesh,Chittoor,Kuppam,Peddagopanapalle,0,3,1,1,1,2,3,0,1,3,1,0,3,1,0,0,4,0,4,3,1,3,1,4,0,4,0,4,0
2024-25,Andhra Pradesh,Chittoor,Kuppam,Chinnaobba,0,22,6,16,2,10,14,2,12,26,2,0,23,5,0,0,28,0,28,18,10,24,4,28,0,27,1,25,3
2024-25,Andhra Pradesh,Chittoor,Kuppam,Vasanadugolla Palle,0,4,1,2,2,1,3,0,2,4,1,0,4,1,0,1,4,0,5,4,1,4,1,5,0,5,0,5,0
2024-25,Andhra Pradesh,Chittoor,Kuppam,Paipalyam,0,33,3,12,5,19,17,0,19,30,6,0,32,4,0,0,36,0,36,26,10,28,8,35,1,35,1,36,0
2024-25,Andhra Pradesh,Chittoor,Kuppam,Mulakalapalle,0,9,3,6,3,3,5,0,7,10,2,0,9,3,0,0,12,0,12,10,2,10,2,10,0,12,0,10,2
2024-25,Andhra Pradesh,Chittoor,Kuppam,Vasanadu,0,17,7,18,1,5,10,1,13,21,3,0,16,8,0,0,24,0,24,18,6,19,5,24,0,22,2,22,2
2024-25,Andhra Pradesh,Chittoor,Kuppam,Urinayanipalle,0,4,2,4,0,2,4,0,2,5,1,0,3,2,0,0,6,0,6,4,2,5,1,6,0,5,1,6,0
2024-25,Andhra Pradesh,Chittoor,Kuppam,Chalarlapalle,0,4,0,4,0,0,1,0,3,4,0,0,4,0,0,0,4,0,4,2,2,3,1,4,0,4,0,3,1
2024-25,Andhra Pradesh,Chittoor,Kuppam,Porakuntlapalle,0,7,1,8,0,0,5,1,2,8,0,0,7,1,0,0,8,0,8,6,2,8,0,8,0,8,0,7,1
2024-25,Andhra Pradesh,Chittoor,Kuppam,Marapalle,0,12,2,8,3,3,5,1,8,12,2,0,10,4,0,0,14,0,14,10,4,11,3,14,0,13,1,12,2
2024-25,Andhra Pradesh,Chittoor,Kuppam,Noolakunta,0,26,4,6,10,14,8,2,20,23,7,0,25,5,0,2,27,0,30,23,7,21,9,30,0,29,1,30,0
2024-25,Andhra Pradesh,Chittoor,Kuppam,Pedda Bangarunatham,0,17,8,12,5,8,6,2,17,22,3,0,17,8,0,0,25,0,25,19,6,20,5,24,1,22,3,24,1
2024-25,Andhra Pradesh,Chittoor,Kuppam,Sajjalapalle,0,20,7,17,4,6,16,2,9,25,2,2,20,5,0,0,27,3,24,18,9,19,8,27,0,26,1,25,2
2024-25,Andhra Pradesh,Chittoor,Kuppam,Mittapalle,0,17,6,11,8,4,11,0,12,18,5,0,16,7,0,0,23,0,22,15,8,19,4,23,0,21,2,22,1
2024-25,Andhra Pradesh,Chittoor,Kuppam,Kakimadugu,0,2,0,0,0,2,1,0,1,2,0,0,2,0,0,0,2,0,2,2,0,1,1,2,0,2,0,2,0
2024-25,Andhra Pradesh,Chittoor,Kuppam,Kothapalle,0,24,6,17,2,11,14,3,13,30,0,0,23,7,0,0,30,0,30,21,9,22,8,29,1,28,2,28,2
2024-25,Andhra Pradesh,Chittoor,Kuppam,Bairaganipalle (Rural),0,2,5,4,3,0,5,0,2,6,1,1,2,4,0,0,7,0,7,4,3,4,3,7,0,7,0,7,0
2024-25,Andhra Pradesh,Chittoor,Kuppam,Ellajjanuru,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
2024-25,Andhra Pradesh,Chittoor,Kuppam,Kathimanipalle,0,9,1,4,4,2,3,0,7,10,0,0,9,1,0,0,10,0,10,8,2,8,2,10,0,10,0,10,0
2024-25,Andhra Pradesh,Chittoor,Kuppam,Dasegowniyur,0,30,6,31,1,4,11,5,20,31,5,0,29,7,0,0,36,0,36,29,7,31,5,34,2,32,4,32,4
2024-25,Andhra Pradesh,Chittoor,Kuppam,Guttapalle,0,1,2,3,0,0,3,0,0,2,1,0,1,2,0,0,3,0,3,3,0,3,0,3,0,3,0,2,1
2024-25,Andhra Pradesh,Chittoor,Kuppam,Seegalapalle,0,15,2,11,4,2,5,2,10,15,2,0,14,3,0,0,17,0,17,12,5,13,4,17,0,16,1,16,1
2024-25,Andhra Pradesh,Chittoor,Kuppam,Kangundi,0,29,13,25,3,14,17,5,20,39,3,0,28,14,0,0,42,0,42,25,17,31,11,42,0,41,1,36,6
2024-25,Andhra Pradesh,Chittoor,Kuppam,Kangundi,0,31,11,25,2,15,13,2,27,34,8,0,31,11,0,0,42,1,41,26,16,34,8,41,1,38,4,39,3
2024-25,Andhra Pradesh,Chittoor,Nagari,Tirumalarajukandriga,0,5,6,2,1,8,0,1,10,10,1,0,5,6,0,0,11,0,11,8,3,9,2,9,2,10,1,10,1
2024-25,Andhra Pradesh,Chittoor,Nagari,Satrawada,0,8,10,1,7,10,5,0,13,5,13,0,8,10,0,0,18,0,18,14,4,14,4,17,1,18,0,14,4
2024-25,Andhra Pradesh,Chittoor,Nagari,Nagari,0,2,1,2,0,1,0,1,2,3,0,0,2,1,0,0,3,0,3,2,1,3,0,2,1,2,1,2,1
2024-25,Andhra Pradesh,Chittoor,Nagari,Netthamkandriga,0,5,4,0,3,6,2,0,7,3,6,0,5,4,0,0,9,0,9,6,3,6,3,9,0,9,0,6,3
2024-25,Andhra Pradesh,Chittoor,Nagari,Mangadu,0,34,12,4,15,27,5,3,38,35,11,0,35,11,0,0,45,0,46,31,15,36,10,44,2,42,4,29,17
2024-25,Andhra Pradesh,Chittoor,Nagari,Srinivasapuram,0,12,7,7,0,12,5,4,10,15,4,0,12,7,1,0,18,0,19,14,5,15,4,18,1,19,0,14,5
2024-25,Andhra Pradesh,Chittoor,Nagari,Melapattu,0,17,9,2,2,22,2,2,22,21,5,0,17,9,0,0,26,0,26,18,8,19,7,22,4,25,1,16,10
2024-25,Andhra Pradesh,Chittoor,Nagari,Tiruvengamambapuram,0,3,2,1,1,3,2,0,3,4,1,0,3,2,0,0,5,0,5,5,0,3,2,4,1,5,0,3,2
2024-25,Andhra Pradesh,Chittoor,Nagari,Mittapalem,0,15,3,2,4,12,3,0,15,14,4,0,16,2,0,0,18,0,18,16,2,14,4,18,0,17,1,16,2
2024-25,Andhra Pradesh,Chittoor,Nagari,Oranthangal Gollakuppam,0,32,16,5,8,34,3,3,42,35,12,0,33,15,0,0,48,0,48,37,11,36,12,45,3,46,2,35,13
2024-25,Andhra Pradesh,Chittoor,Nagari,Adavikothuru,0,27,7,7,6,21,3,2,29,28,6,0,27,6,0,0,34,0,34,28,7,26,9,33,2,33,1,26,9
2024-25,Andhra Pradesh,Chittoor,Nagari,Gundrajukuppam (R),0,26,20,6,7,33,6,5,35,34,12,0,28,18,1,0,45,0,46,36,10,34,12,42,4,44,2,33,13
2024-25,Andhra Pradesh,Chittoor,Nagari,Sreeranganaagaragraham,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0
2024-25,Andhra Pradesh,Chittoor,Nagari,Kannikapuram,0,8,0,2,0,6,0,2,6,8,0,0,8,0,0,0,8,0,8,6,2,6,2,8,0,6,2,5,3
2024-25,Andhra Pradesh,Chittoor,Nagari,Veerakaverirajupuram,0,22,5,8,1,18,5,1,21,24,3,0,22,5,4,0,23,0,27,19,8,23,4,23,4,27,0,20,7
2024-25,Andhra Pradesh,Chittoor,Nagari,Damarapakam,0,40,12,7,15,30,7,4,41,37,15,0,39,13,0,0,52,0,52,40,12,41,11,50,2,47,5,42,10
2024-25,Andhra Pradesh,Chittoor,Nagari,Nagarajukuppam,0,30,7,6,1,30,4,1,32,28,9,1,29,7,0,0,36,0,37,29,8,28,9,34,3,36,1,30,7
2024-25,Andhra Pradesh,Chittoor,Nagari,Saraswathivilasapuram,0,1,2,1,0,2,0,0,3,2,1,0,1,2,0,0,3,0,3,2,1,2,1,2,1,2,1,3,0
2024-25,Andhra Pradesh,Chittoor,Nagari,Taduku,0,4,5,1,2,6,4,0,5,7,2,0,4,5,2,0,7,0,9,6,3,5,4,7,2,7,2,6,3
2024-25,Andhra Pradesh,Chittoor,Nagari,Venkatanarasimha -Rajuvaripet,0,1,1,0,0,2,0,0,2,0,2,0,1,1,0,0,2,0,2,2,0,2,0,2,0,2,0,2,0
2024-25,Andhra Pradesh,Chittoor,Nagari,Mudipalle,1,31,14,11,1,34,11,3,32,28,18,0,32,14,2,0,44,3,43,33,13,35,11,43,3,44,2,36,10
2024-25,Andhra Pradesh,Chittoor,Nagari,Therani (R),0,23,22,11,2,32,10,3,32,34,11,0,23,22,0,0,45,0,45,36,9,34,11,43,2,41,4,35,10
2024-25,Andhra Pradesh,Chittoor,Nagari,Agaram,0,31,9,4,9,27,6,2,32,29,10,0,29,11,0,0,39,0,40,29,11,29,11,36,4,39,1,31,9
2024-25,Andhra Pradesh,Chittoor,Nagari,Velavadi,0,30,5,3,10,22,4,2,29,22,13,0,29,5,0,0,33,0,33,24,11,28,7,33,2,35,0,27,8
2024-25,Andhra Pradesh,Chittoor,Nindra,Koppedu Acharyula Khandriga,0,7,6,3,2,8,4,2,7,11,2,1,7,5,0,0,13,0,13,12,1,13,0,13,0,12,1,12,1
2024-25,Andhra Pradesh,Chittoor,Nindra,Agaram,0,41,3,12,3,29,5,6,33,37,6,0,41,3,0,0,44,0,44,31,13,30,14,41,3,43,1,33,11
2024-25,Andhra Pradesh,Chittoor,Nindra,Elakatur,0,14,2,5,3,8,3,0,13,16,0,0,14,2,0,0,16,0,16,10,6,11,5,16,0,15,1,13,3
2024-25,Andhra Pradesh,Chittoor,Nindra,Chavarambakam,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
2024-25,Andhra Pradesh,Chittoor,Nindra,Kunama Raju Palem,0,14,6,4,4,11,4,0,16,19,1,0,14,6,0,0,20,0,20,15,5,14,6,18,2,20,0,14,6
2024-25,Andhra Pradesh,Chittoor,Nindra,Samayapuram,0,21,11,4,8,20,5,2,25,26,5,0,22,10,0,0,32,0,32,22,10,21,11,30,2,32,0,22,10
